,Last Name Chi,First Name Chi,Chi Name,Prefix CN,Last Name Eng,First Name Eng,Eng Name,Prefix,Gender,Category,Organization,Year,Award
4004,李,七,李　七先生,先生,LEE,Chat,Mr. LEE Chat,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4005,李,卓藩,李卓藩博士,博士,LEE,Cheuk-fan,Dr. LEE Cheuk-fan,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4006,李,炳貴,李炳貴先生,先生,LEE,Ping-kwai,Mr. LEE Ping-kwai,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4007,李,樂詩,李樂詩博士,博士,LEE,Lok-sze,Dr. LEE Lok-sze,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4008,李,賢義,李賢義先生,先生,LEE,Yin-yee,Mr. LEE Yin-yee,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4009,周,祥發,周祥發先生,先生,CHOW,Cheung-fat,Mr. CHOW Cheung-fat,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4010,林,建康,林建康先生,先生,LAM,Kin-hong,Mr. LAM Kin-hong,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4011,金,培達,金培達先生,先生,KAM,Pui-tat,Mr. KAM Pui-tat,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4012,施,世築,施世築先生,先生,SZE,Zie-chok,Mr. SZE Zie-chok,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4013,胡,健勝,胡健勝先生,先生,WU,Kin-sing,Mr. WU Kin-sing,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4014,馬,潔貞,馬潔貞女士,女士,MA,Kit-ching,Ms. MA Kit-ching,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4015,高,栢堃,高栢堃先生,先生,KO,Pak-kwan,Mr. KO Pak-kwan,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4016,區,景麟,區景麟博士,博士,AU,King-lun,Dr. AU King-lun,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4017,區,熾昌,區熾昌先生,先生,AU,Chi-cheung,Mr. AU Chi-cheung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4018,張,越華,張越華教授,教授,CHEUNG,Professor  Yuet-wah,Professor CHEUNG Yuet-wah,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4019,張,麗嫦,張麗嫦女士,女士,CHEUNG,Lai-sheung,Ms. CHEUNG Lai-sheung,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4020,梁,文傑,梁文傑博士,博士,LEUNG,Man-kit,Dr. LEUNG Man-kit,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4021,莊,堅烈,莊堅烈先生,先生,CHONG,Kin-lit,Mr. CHONG Kin-lit,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4022,陳,少棠,陳少棠先生,先生,CHAN,Siu-tong,Mr. CHAN Siu-tong,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4023,陳,好逑,陳好逑女士,女士,CHAN,Ho-kau,Ms. CHAN Ho-kau,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4024,陳,其鑣,陳其鑣教授,教授,CHAN,Professor  Kei-biu,Professor CHAN Kei-biu,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4025,陳,偉能,陳偉能先生,先生,CHAN,Wai-lun,Mr. CHAN Wai-lun,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4026,陳,耀強,陳耀強先生,先生,CHAN,Yiu-keung,Mr. CHAN Yiu-keung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4027,曾,志偉,曾志偉先生,先生,TSANG,Chi-wai,Mr. TSANG Chi-wai,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4028,程,興垣,程興垣先生,先生,CHING,Hing-woon,Mr. CHING Hing-woon,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4029,黃,火,黃　火先生,先生,WONG,For,Mr. WONG For,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4030,黃,光輝,黃光輝先生,先生,WONG,Kong-hui,Mr. WONG Kong-hui,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4031,黃,運就,黃運就先生,先生,WONG,Wan-chau,Mr. WONG Wan-chau,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4032,黃,達群,黃達群先生,先生,WONG,Tat-kwan,Mr. WONG Tat-kwan,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4033,楊,少銓,楊少銓先生,先生,YOUNG,Siu-chuen,Mr. YOUNG Siu-chuen,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4034,楊,偉誠,楊偉誠先生,先生,YEUNG,Wai-shing,Mr. YEUNG Wai-shing,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4035,葉,玉如,葉玉如教授,教授,IP,Professor  Yuk-yu,Professor IP Yuk-yu,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4036,葉,偉明,葉偉明先生,先生,IP,Wai-ming,Mr. IP Wai-ming,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4037,解,存金,解存金先生,先生,KAI,Chuen-kam,Mr. KAI Chuen-kam,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4038,廖,潔冰,廖潔冰女士,女士,LIU,Kit-ping,Miss LIU Kit-ping,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4039,瑪,俐亞,瑪俐亞女士,女士,BIBI,Mariam Maria Cordero,Ms. Mariam Maria Cordero BIBI,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4040,劉,美如,劉美如女士,女士,LAU,Mei-yu,Miss LAU Mei-yu,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4041,劉,梓敬,劉梓敬先生,先生,LAU,Chi-king,Mr. LAU Chi-king,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4042,歐,陽乃沾,歐陽乃沾先生,先生,AU,YEUNG Nai-chim,Mr. AU YEUNG Nai-chim,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4043,鄧,煖勳,鄧煖勳先生,先生,TANG,Nuen-fun,Mr. TANG Nuen-fun,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4044,鄧,黎婉兒,鄧黎婉兒女士,女士,TANG,LAI Yuen-yee,Mrs. TANG LAI Yuen-yee,Mrs.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4045,黎,守信,黎守信醫生,醫生,LAI,Sau-shun,Dr. LAI Sau-shun,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4046,錢,曼娟,錢曼娟女士,女士,TSIN,Man-kuen,Ms. TSIN Man-kuen,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4047,薛,國良,薛國良先生,先生,SIT,Kwok-leung,Mr. SIT Kwok-leung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4048,謝,俊仁,謝俊仁醫生,醫生,TSE,Chun-yan,Dr. TSE Chun-yan,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4049,鍾,炳窩,鍾炳窩先生,先生,CHUNG,Ping-wor,Mr. CHUNG Ping-wor,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4050,譚,炳立,譚炳立博士,博士,TAM,Ping-lap,Dr. TAM Ping-lap,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4051,譚,詠麟,譚詠麟先生,先生,TAM,Wing-lun,Mr. TAM Wing-lun,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4052,關,蘊英,關蘊英女士,女士,KWAN,Wan-ying,Ms. KWAN Wan-ying,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4053,,. Khan Muhammad MALIK,Mr. Khan Muhammad MALIK,Mr,MALIK,Khan Muhammad,Mr. Khan Muhammad MALIK,Mr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Medal of Honour
4054,黃,美美,黃美美博士,博士,WONG,May-may,Dr. WONG May-may,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4055,鍾,蔭祥,鍾蔭祥先生,先生,CHUNG,Yam-cheung,Mr. CHUNG Yam-cheung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4056,張,永森,張永森先生,先生,CHEUNG,Wing-sum,Mr. CHEUNG Wing-sum,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4057,傅,浩堅,傅浩堅教授,教授,FU,Professor  Hoo-kin,Professor FU Hoo-kin,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4058,何,顯明,何顯明先生,先生,HO,Hin-ming,Mr. HO Hin-ming,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4059,林,玉珍,林玉珍女士,女士,LAM,Yuk-chun,Ms. LAM Yuk-chun,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4060,潘,小屏,潘小屏女士,女士,POON,Siu-ping,Ms. POON Siu-ping,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4061,盧,佩珍,盧佩珍女士,女士,LO,Pui-chun,Ms. LO Pui-chun,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4062,李,錦明,李錦明先生,先生,LEE,Kam-ming,Mr. LEE Kam-ming,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4063,曾,向群,曾向群先生,先生,TSANG,Heung-kwan,Mr. TSANG Heung-kwan,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4064,潘,進源,潘進源先生,先生,POON,Chun-yuen,Mr. POON Chun-yuen,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4065,龔,栢祥,龔栢祥先生,先生,KUNG,Pak-cheung,Mr. KUNG Pak-cheung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4066,余,翠怡,余翠怡女士,女士,YU,Chui-yee,Miss YU Chui-yee,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4067,宋,偉澄,宋偉澄先生,先生,SUNG,Wai-ching,Mr. SUNG Wai-ching,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4068,林,祿榮,林祿榮先生,先生,LAM,Luk-wing,Mr. LAM Luk-wing,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4069,邱,錦平,邱錦平先生,先生,YAU,Kam-ping,Mr. YAU Kam-ping,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4070,劉,陳玉蓮,劉陳玉蓮女士,女士,LAU,CHAN Yuk-lin,Mrs. LAU CHAN Yuk-lin,Mrs.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4071,盧,家亮,盧家亮先生,先生,LO,Ka-leung,Mr. LO Ka-leung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4072,尤,聲普,尤聲普先生,先生,YAU,Sing-po,Mr. YAU Sing-po,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4073,王,兆生,王兆生先生,先生,WONG,Siu-sang,Mr. WONG Siu-sang,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4074,王,齊樂,王齊樂先生,先生,WONG,Chai-lok,Mr. WONG Chai-lok,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4075,王,橋慶,王橋慶先生,先生,WONG,Kiu-hing,Mr. WONG Kiu-hing,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4076,吳,慧儀,吳慧儀女士,女士,NG,Wai-yee,Ms. NG Wai-yee,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4077,李,光雄,李光雄博士,博士,LEE,Kwong-hung,Dr. LEE Kwong-hung,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4078,李,香江,李香江先生,先生,LEE,Hong-kong,Mr. LEE Hong-kong,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4079,李,德榮,李德榮先生,先生,LEE,Tak-wing,Mr. LEE Tak-wing,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4080,李,樹洪,李樹洪先生,先生,LEE,Shu-hung,Mr. LEE Shu-hung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4081,周,家寶,周家寶先生,先生,CHOW,Ka-po,Mr. CHOW Ka-po,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4082,岳,思理,岳思理先生,先生,OXLEY,Douglas Charles,Mr. Douglas Charles OXLEY,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4083,林,李婉冰,林李婉冰女士,女士,LAM,LEE Yuen-bing,Mrs. LAM LEE Yuen-bing,Mrs.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4084,林,沛德,林沛德女士,女士,LAM,Pui-tak,Ms. LAM Pui-tak,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4085,胡,兆英,胡兆英先生,先生,WU,Siu-ieng,Mr. WU Siu-ieng,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4086,茹,國烈,茹國烈先生,先生,YU,Kwok-lit,Mr. YU Kwok-lit,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4087,袁,啟順,袁啟順先生,先生,YUEN,Kai-shun,Mr. YUEN Kai-shun,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4088,區,月晶,區月晶女士,女士,AU,Yuet-ching,Ms. AU Yuet-ching,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4089,張,興來,張興來先生,先生,CHEUNG,Hing-loi,Mr. CHEUNG Hing-loi,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4090,梁,理成,梁理成先生,先生,LEUNG,Lee-shing,Mr. LEUNG Lee-shing,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4091,莫,世民,莫世民先生,先生,MOK,Sai-man,Mr. MOK Sai-man,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4092,許,華傑,許華傑先生,先生,HUI,Wah-kit,Mr. HUI Wah-kit,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4093,郭,錦華,郭錦華先生,先生,KWOK,Kam-wah,Mr. KWOK Kam-wah,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4094,陳,協平,陳協平先生,先生,CHAN,Hip-ping,Mr. CHAN Hip-ping,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4095,陳,錦梅,陳錦梅女士,女士,CHAN,Kam-mui,Ms. CHAN Kam-mui,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4096,黃,天喜,黃天喜先生,先生,WONG,Tin-hei,Mr. WONG Tin-hei,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4097,黃,詩麗,黃詩麗女士,女士,WONG,She-lai,Ms. WONG She-lai,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4098,葉,振國,葉振國先生,先生,YIP,Chun-kwok,Mr. YIP Chun-kwok,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4099,鄒,銓恩,鄒銓恩先生,先生,CHAU,Chuen-yan,Mr. CHAU Chuen-yan,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4100,趙,華娟,趙華娟女士,女士,CHIU,Wah-kuen,Ms. CHIU Wah-kuen,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4101,劉,祉鋒,劉祉鋒先生,先生,LAU,Che-feng,Mr. LAU Che-feng,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4102,潘,文光,潘文光先生,先生,POON,Man-kwong,Mr. POON Man-kwong,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4103,潘,廣釗,潘廣釗先生,先生,PUN,Kwong-chiu,Mr. PUN Kwong-chiu,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4104,蔡,關穎琴,蔡關穎琴女士,女士,CHOI,KWAN Wing-kum,Mrs. CHOI KWAN Wing-kum,Mrs.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4105,黎,勤,黎　勤先生,先生,LAI,Kan,Mr. LAI Kan,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4106,黎,維鑫,黎維鑫先生,先生,LAI,Wai-hum,Mr. LAI Wai-hum,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4107,蕭,國健,蕭國健博士,博士,SIU,Kwok-kin,Dr. SIU Kwok-kin,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4108,賴,文彬,賴文彬先生,先生,LAI,Man-bun,Mr. LAI Man-bun,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4109,錢,棣華,錢棣華先生,先生,TSIN,Tai-wa,Mr. TSIN Tai-wa,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4110,藍,國慶,藍國慶先生,先生,LAM,Kwok-hing,Mr. LAM Kwok-hing,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4111,羅,嘉穗,羅嘉穗女士,女士,LAW,Kar-shui,Miss LAW Kar-shui,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4112,蘇,超邦,蘇超邦先生,先生,SOO,Chew-bong,Mr. SOO Chew-bong,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Medal of Honour
4113,張,偉球,張偉球先生,先生,CHEUNG,Wai-kou,Mr. CHEUNG Wai-kou,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4114,莫,鳳儀,莫鳳儀女士,女士,MOK,Fung-yee,Ms. MOK Fung-yee,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4115,李,蓮,李　蓮女士,女士,LI,Lin,Ms. LI Lin,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4116,周,錦祥,周錦祥先生,先生,CHOW,Kam-cheung,Mr. CHOW Kam-cheung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4117,梁,皓鈞,梁皓鈞先生,先生,LEUNG,Ho-kwan,Mr. LEUNG Ho-kwan,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4118,陳,志超,陳志超先生,先生,CHAN,Chi-chiu,Mr. CHAN Chi-chiu,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4119,陳,國華,陳國華先生,先生,CHAN,Kok-wah,Mr. CHAN Kok-wah,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4120,黃,建彬,黃建彬先生,先生,WONG,Kin-pan,Mr. WONG Kin-pan,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4121,楊,倩紅,楊倩紅女士,女士,YEUNG,Sin-hung,Ms. YEUNG Sin-hung,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4122,林,亨利,林亨利先生,先生,LIM,Henry,Mr. Henry LIM,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4123,梁,偉文,梁偉文先生,先生,LEUNG,Wai-man,Mr. LEUNG Wai-man,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4124,陳,少棠,陳少棠先生,先生,CHAN,Siu-tong,Mr. CHAN Siu-tong,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4125,陳,華裕,陳華裕先生,先生,CHAN,Wah-yu,Mr. CHAN Wah-yu,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4126,曾,憲強,曾憲強先生,先生,TSANG,Hin-keung,Mr. TSANG Hin-keung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4127,潘,兆文,潘兆文先生,先生,POON,Shiu-man,Mr. POON Shiu-man,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4128,駱,水生,駱水生先生,先生,LOK,Shui-sang,Mr. LOK Shui-sang,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4129,文,仁,文　仁先生,先生,MAN,Yan,Mr. MAN Yan,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4130,陳,蕊莊,陳蕊莊女士,女士,CHAN,Yui-chong,Miss CHAN Yui-chong,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4131,曾,恩發,曾恩發先生,先生,TSANG,Yan-fat,Mr. TSANG Yan-fat,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4132,廖,子強,廖子強先生,先生,LIU,Chi-keung,Mr. LIU Chi-keung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4133,劉,焯榮,劉焯榮先生,先生,LOU,Cheuk-wing,Mr. LOU Cheuk-wing,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4134,蔡,玉坤,蔡玉坤先生,先生,CHOI,Yuk-kwan,Mr. CHOI Yuk-kwan,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4135,羅,世光,羅世光先生,先生,LO,Sai-kwong,Mr. LO Sai-kwong,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4136,蘇,祉祺,蘇祉祺博士,博士,SO,Chi-ki,Dr. SO Chi-ki,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4137,文,區熙倫,文區熙倫女士,女士,MANSUKHANI,AU Hay-lun,Mrs. MANSUKHANI AU Hay-lun,Mrs.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4138,王,仕中,王仕中博士,博士,WONG,Sze-chung,Dr. WONG Sze-chung,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4139,司,徒國賢,司徒國賢先生,先生,SZETO,Kwok-yin,Mr. SZETO Kwok-yin,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4140,何,李美笑,何李美笑女士,女士,HO,LI Mei-siu,Mrs. HO LI Mei-siu,Mrs.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4141,余,潔儂,余潔儂女士,女士,YU,Kit-lung,Ms. YU Kit-lung,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4142,吳,少強,吳少強先生,先生,NG,Siu-keung,Mr. NG Siu-keung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4143,李,煌添,李煌添先生,先生,LEE,Wong-tim,Mr. LEE Wong-tim,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4144,林,雪梅,林雪梅女士,女士,LAN,Suet-mui,Ms. LAN Suet-mui,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4145,林,錫光,林錫光先生,先生,LAM,Sek-kong,Mr. LAM Sek-kong,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
4146,邱,瑞芬,邱瑞芬女士,女士,YAU,Shui-fun,Ms. YAU Shui-fun,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Medal of Honour
